ENLIGHTEN Version,2.2.7
517,593.92,1959.68,41263.62,41263.62,
518,594.03,1962.69,65535.00,65535.00,
519,594.13,1965.69,65535.00,65535.00,
520,594.24,1968.68,65535.00,65535.00,
521,594.34,1971.68,65535.00,65535.00,
522,594.45,1974.67,65535.00,65535.00,
523,594.55,1977.66,65535.00,65535.00,
524,594.66,1980.65,65535.00,65535.00,
525,594.77,1983.64,65535.00,65535.00,
526,594.87,1986.62,65535.00,65535.00,
527,594.98,1989.61,65535.00,65535.00,
528,595.08,1992.59,45693.88,45693.88,
529,595.19,1995.56,17540.50,17540.50,
530,595.29,1998.54,14962.38,14962.38,
531,595.40,2001.52,13985.25,13985.25,
532,595.50,2004.49,13298.88,13298.88,
533,595.61,2007.46,12835.12,12835.12,
534,595.71,2010.42,12657.62,12657.62,
535,595.82,2013.39,12848.88,12848.88,
536,595.92,2016.35,12977.12,12977.12,
537,596.03,2019.32,13204.62,13204.62,
538,596.14,2022.27,13854.75,13854.75,
539,596.24,2025.23,16694.62,16694.62,
540,596.35,2028.19,18127.00,18127.00,
541,596.45,2031.14,19059.62,19059.62,
542,596.56,2034.09,19970.88,19970.88,
543,596.66,2037.04,19602.25,19602.25,
544,596.77,2039.99,18959.50,18959.50,
545,596.87,2042.93,17360.25,17360.25,
546,596.98,2045.87,20208.38,20208.38,
547,597.08,2048.81,58634.88,58634.88,
548,597.18,2051.75,65535.00,65535.00,
549,597.29,2054.69,65535.00,65535.00,
550,597.39,2057.62,65535.00,65535.00,
551,597.50,2060.55,65535.00,65535.00,
552,597.60,2063.48,65535.00,65535.00,
553,597.71,2066.41,65535.00,65535.00,
554,597.81,2069.34,65535.00,65535.00,
555,597.92,2072.26,65535.00,65535.00,
556,598.02,2075.18,65535.00,65535.00,
557,598.13,2078.10,31857.88,31857.88,
558,598.23,2081.02,12276.50,12276.50,
559,598.33,2083.93,12119.12,12119.12,
560,598.44,2086.84,14207.88,14207.88,
561,598.54,2089.76,16181.75,16181.75,
562,598.65,2092.66,17581.50,17581.50,
563,598.75,2095.57,19561.88,19561.88,
564,598.86,2098.48,21505.88,21505.88,
565,598.96,2101.38,20856.12,20856.12,
566,599.06,2104.28,19694.50,19694.50,
567,599.17,2107.18,17411.25,17411.25,
568,599.27,2110.07,14767.50,14767.50,
569,599.38,2112.97,13436.50,13436.50,
570,599.48,2115.86,12405.50,12405.50,
571,599.58,2118.75,10972.88,10972.88,
572,599.69,2121.64,10834.75,10834.75,
573,599.79,2124.52,11045.00,11045.00,
574,599.89,2127.41,11401.12,11401.12,
575,600.00,2130.29,12018.88,12018.88,
576,600.10,2133.17,12290.62,12290.62,
577,600.21,2136.05,12051.75,12051.75,
578,600.31,2138.92,11726.12,11726.12,
579,600.41,2141.79,11194.38,11194.38,
580,600.52,2144.67,10361.00,10361.00,
581,600.62,2147.53,10048.62,10048.62,
582,600.72,2150.40,9840.00,9840.00,
583,600.83,2153.27,9916.12,9916.12,
584,600.93,2156.13,9936.62,9936.62,
585,601.03,2158.99,10123.00,10123.00,
586,601.14,2161.85,10066.50,10066.50,
587,601.24,2164.71,10311.88,10311.88,
588,601.34,2167.56,10352.38,10352.38,
589,601.45,2170.41,10385.75,10385.75,
590,601.55,2173.27,11172.25,11172.25,
591,601.65,2176.11,11067.50,11067.50,
592,601.76,2178.96,11145.00,11145.00,
593,601.86,2181.81,11637.00,11637.00,
594,601.96,2184.65,11710.00,11710.00,
595,602.06,2187.49,12173.25,12173.25,
596,602.17,2190.33,12699.75,12699.75,
597,602.27,2193.16,13991.75,13991.75,
598,602.37,2196.00,16723.50,16723.50,
599,602.48,2198.83,37129.75,37129.75,
600,602.58,2201.66,65535.00,65535.00,
601,602.68,2204.49,65535.00,65535.00,
602,602.78,2207.31,65535.00,65535.00,
603,602.89,2210.14,65535.00,65535.00,
604,602.99,2212.96,65535.00,65535.00,
605,603.09,2215.78,65535.00,65535.00,
606,603.19,2218.60,65535.00,65535.00,
607,603.30,2221.41,65535.00,65535.00,
608,603.40,2224.23,65535.00,65535.00,
609,603.50,2227.04,65535.00,65535.00,
610,603.60,2229.85,22172.25,22172.25,
611,603.71,2232.66,13299.25,13299.25,
612,603.81,2235.46,12483.12,12483.12,
613,603.91,2238.27,12366.88,12366.88,
614,604.01,2241.07,12356.50,12356.50,
615,604.12,2243.87,11959.62,11959.62,
616,604.22,2246.67,12375.25,12375.25,
617,604.32,2249.46,12324.75,12324.75,
618,604.42,2252.26,14021.75,14021.75,
619,604.52,2255.05,12265.62,12265.62,
620,604.63,2257.84,12314.62,12314.62,
621,604.73,2260.62,12477.88,12477.88,
622,604.83,2263.41,12428.75,12428.75,
623,604.93,2266.19,12487.00,12487.00,
624,605.03,2268.97,12333.25,12333.25,
625,605.13,2271.75,12564.50,12564.50,
626,605.24,2274.53,12564.25,12564.25,
627,605.34,2277.31,12725.00,12725.00,
628,605.44,2280.08,12750.62,12750.62,
629,605.54,2282.85,13032.12,13032.12,
630,605.64,2285.62,13188.00,13188.00,
631,605.74,2288.39,13539.25,13539.25,
632,605.85,2291.15,13787.12,13787.12,
633,605.95,2293.92,14127.38,14127.38,
634,606.05,2296.68,14561.00,14561.00,
635,606.15,2299.44,15810.00,15810.00,
636,606.25,2302.20,16525.12,16525.12,
637,606.35,2304.95,17692.12,17692.12,
638,606.45,2307.70,18981.38,18981.38,
639,606.56,2310.46,20040.75,20040.75,
640,606.66,2313.20,22244.88,22244.88,
641,606.76,2315.95,25874.62,25874.62,
642,606.86,2318.70,43108.00,43108.00,
643,606.96,2321.44,65535.00,65535.00,
644,607.06,2324.18,65535.00,65535.00,
645,607.16,2326.92,65535.00,65535.00,
646,607.26,2329.66,65535.00,65535.00,
647,607.36,2332.39,65535.00,65535.00,
648,607.46,2335.13,65535.00,65535.00,
649,607.57,2337.86,65535.00,65535.00,
650,607.67,2340.59,65535.00,65535.00,
651,607.77,2343.32,65535.00,65535.00,
652,607.87,2346.04,65535.00,65535.00,
653,607.97,2348.76,65535.00,65535.00,
654,608.07,2351.49,35844.88,35844.88,
655,608.17,2354.21,24217.62,24217.62,
656,608.27,2356.92,24016.38,24016.38,
657,608.37,2359.64,24392.50,24392.50,
658,608.47,2362.35,24814.62,24814.62,
659,608.57,2365.06,26294.50,26294.50,
660,608.67,2367.77,27121.75,27121.75,
661,608.77,2370.48,29515.75,29515.75,
662,608.87,2373.19,33269.00,33269.00,
663,608.97,2375.89,45141.00,45141.00,
664,609.07,2378.59,65535.00,65535.00,
665,609.17,2381.29,65535.00,65535.00,
666,609.27,2383.99,65535.00,65535.00,
667,609.37,2386.68,65535.00,65535.00,
668,609.47,2389.38,65535.00,65535.00,
669,609.57,2392.07,65535.00,65535.00,
670,609.67,2394.76,65535.00,65535.00,
671,609.77,2397.45,65535.00,65535.00,
672,609.87,2400.13,65535.00,65535.00,
673,609.97,2402.82,65535.00,65535.00,
674,610.07,2405.50,65535.00,65535.00,
675,610.17,2408.18,65535.00,65535.00,
676,610.27,2410.86,38481.38,38481.38,
677,610.37,2413.53,26723.62,26723.62,
678,610.47,2416.21,25175.75,25175.75,
679,610.57,2418.88,24134.12,24134.12,
680,610.67,2421.55,23489.75,23489.75,
681,610.77,2424.22,22593.50,22593.50,
682,610.87,2426.89,22094.88,22094.88,
683,610.97,2429.55,21644.88,21644.88,
684,611.07,2432.21,21101.75,21101.75,
685,611.17,2434.87,20860.25,20860.25,
686,611.27,2437.53,20774.38,20774.38,
687,611.37,2440.19,21199.00,21199.00,
688,611.47,2442.84,21189.88,21189.88,
689,611.56,2445.50,21736.62,21736.62,
690,611.66,2448.15,21931.00,21931.00,
691,611.76,2450.79,22463.38,22463.38,
692,611.86,2453.44,22798.62,22798.62,
693,611.96,2456.09,22982.75,22982.75,
694,612.06,2458.73,23301.62,23301.62,
695,612.16,2461.37,23368.62,23368.62,
696,612.26,2464.01,24229.25,24229.25,
697,612.36,2466.65,30594.00,30594.00,
698,612.46,2469.28,59702.62,59702.62,
699,612.55,2471.92,65535.00,65535.00,
700,612.65,2474.55,65535.00,65535.00,
701,612.75,2477.18,65535.00,65535.00,
702,612.85,2479.80,65535.00,65535.00,
703,612.95,2482.43,65535.00,65535.00,
704,613.05,2485.05,65535.00,65535.00,
705,613.15,2487.67,65535.00,65535.00,
706,613.24,2490.29,65535.00,65535.00,
707,613.34,2492.91,52511.38,52511.38,
708,613.44,2495.53,45713.62,45713.62,
709,613.54,2498.14,53020.88,53020.88,
710,613.64,2500.75,65515.38,65515.38,
711,613.74,2503.36,65535.00,65535.00,
712,613.84,2505.97,65535.00,65535.00,
713,613.93,2508.58,65535.00,65535.00,
714,614.03,2511.18,65535.00,65535.00,
715,614.13,2513.78,65535.00,65535.00,
716,614.23,2516.39,65535.00,65535.00,
717,614.33,2518.98,65535.00,65535.00,
718,614.42,2521.58,65535.00,65535.00,
719,614.52,2524.18,65535.00,65535.00,
720,614.62,2526.77,65535.00,65535.00,
721,614.72,2529.36,65535.00,65535.00,
722,614.82,2531.95,65535.00,65535.00,
723,614.91,2534.54,65535.00,65535.00,
724,615.01,2537.12,49450.88,49450.88,
725,615.11,2539.70,40037.38,40037.38,
726,615.21,2542.28,37166.50,37166.50,
727,615.30,2544.86,35282.00,35282.00,
728,615.40,2547.44,33619.12,33619.12,
729,615.50,2550.02,32979.88,32979.88,
730,615.60,2552.59,33182.00,33182.00,
731,615.69,2555.16,35417.25,35417.25,
732,615.79,2557.73,49837.00,49837.00,
733,615.89,2560.30,65535.00,65535.00,
734,615.99,2562.87,65535.00,65535.00,
735,616.08,2565.43,65535.00,65535.00,
736,616.18,2567.99,65535.00,65535.00,
737,616.28,2570.55,65535.00,65535.00,
738,616.38,2573.11,65535.00,65535.00,
739,616.47,2575.67,65535.00,65535.00,
740,616.57,2578.22,65535.00,65535.00,
741,616.67,2580.78,65535.00,65535.00,
742,616.76,2583.33,65535.00,65535.00,
743,616.86,2585.88,65535.00,65535.00,
744,616.96,2588.42,39147.75,39147.75,
745,617.05,2590.97,23794.62,23794.62,
746,617.15,2593.51,22603.12,22603.12,
747,617.25,2596.05,22863.25,22863.25,
748,617.34,2598.59,22821.25,22821.25,
749,617.44,2601.13,23112.25,23112.25,
750,617.54,2603.67,23049.50,23049.50,
751,617.64,2606.20,21981.75,21981.75,
752,617.73,2608.73,20706.50,20706.50,
753,617.83,2611.26,19952.00,19952.00,
754,617.92,2613.79,20657.88,20657.88,
755,618.02,2616.32,21359.50,21359.50,
756,618.12,2618.84,23639.50,23639.50,
757,618.21,2621.36,24543.12,24543.12,
758,618.31,2623.89,24604.12,24604.12,
759,618.41,2626.40,22394.88,22394.88,
760,618.50,2628.92,20329.88,20329.88,
761,618.60,2631.44,18422.50,18422.50,
762,618.70,2633.95,17663.00,17663.00,
763,618.79,2636.46,17236.25,17236.25,
764,618.89,2638.97,17696.62,17696.62,
765,618.98,2641.48,18220.25,18220.25,
766,619.08,2643.98,17657.25,17657.25,
767,619.18,2646.49,17283.50,17283.50,
768,619.27,2648.99,16595.62,16595.62,
769,619.37,2651.49,16318.38,16318.38,
770,619.46,2653.99,16263.38,16263.38,
771,619.56,2656.49,16092.75,16092.75,
772,619.65,2658.98,15739.38,15739.38,
773,619.75,2661.47,16054.00,16054.00,
774,619.85,2663.96,15631.38,15631.38,
775,619.94,2666.45,15844.88,15844.88,
776,620.04,2668.94,15840.62,15840.62,
777,620.13,2671.42,16121.38,16121.38,
778,620.23,2673.91,17110.00,17110.00,
779,620.32,2676.39,17619.75,17619.75,
780,620.42,2678.87,18627.38,18627.38,
781,620.52,2681.35,19864.25,19864.25,
782,620.61,2683.82,20644.00,20644.00,
783,620.71,2686.30,20861.88,20861.88,
784,620.80,2688.77,21269.38,21269.38,
785,620.90,2691.24,21730.25,21730.25,
786,620.99,2693.71,23247.50,23247.50,
787,621.09,2696.18,28264.62,28264.62,
788,621.18,2698.64,46492.12,46492.12,
789,621.28,2701.10,65535.00,65535.00,
790,621.37,2703.56,65535.00,65535.00,
791,621.47,2706.02,65535.00,65535.00,
792,621.56,2708.48,65535.00,65535.00,
793,621.66,2710.94,65535.00,65535.00,
794,621.75,2713.39,65535.00,65535.00,
795,621.85,2715.84,65535.00,65535.00,
796,621.94,2718.29,65535.00,65535.00,
797,622.04,2720.74,65535.00,65535.00,
798,622.13,2723.19,65535.00,65535.00,
799,622.22,2725.63,63756.75,63756.75,
800,622.32,2728.07,25476.12,25476.12,
801,622.41,2730.52,20154.12,20154.12,
802,622.51,2732.95,19407.38,19407.38,
803,622.60,2735.39,18024.25,18024.25,
804,622.70,2737.83,17376.62,17376.62,
805,622.79,2740.26,17260.88,17260.88,
806,622.89,2742.69,16138.75,16138.75,
807,622.98,2745.12,15567.88,15567.88,
808,623.07,2747.55,15065.25,15065.25,
809,623.17,2749.98,14456.12,14456.12,
810,623.26,2752.40,15273.25,15273.25,
811,623.36,2754.82,14370.38,14370.38,
812,623.45,2757.24,14299.12,14299.12,
813,623.55,2759.66,14393.12,14393.12,
814,623.64,2762.08,14179.88,14179.88,
815,623.73,2764.50,14078.38,14078.38,
816,623.83,2766.91,14126.50,14126.50,
817,623.92,2769.32,14209.38,14209.38,
818,624.01,2771.73,14541.25,14541.25,
819,624.11,2774.14,14676.00,14676.00,
820,624.20,2776.54,14745.38,14745.38,
821,624.30,2778.95,15179.00,15179.00,
822,624.39,2781.35,15637.88,15637.88,
823,624.48,2783.75,16199.38,16199.38,
824,624.58,2786.15,16838.38,16838.38,
825,624.67,2788.55,17363.62,17363.62,
826,624.76,2790.94,17537.88,17537.88,
827,624.86,2793.34,18809.38,18809.38,
828,624.95,2795.73,17289.75,17289.75,
829,625.04,2798.12,17177.12,17177.12,
830,625.14,2800.51,17289.75,17289.75,
831,625.23,2802.89,17995.50,17995.50,
832,625.32,2805.28,18768.25,18768.25,
833,625.42,2807.66,19644.50,19644.50,
834,625.51,2810.04,21145.12,21145.12,
835,625.60,2812.42,22884.38,22884.38,
836,625.70,2814.80,25004.75,25004.75,
837,625.79,2817.17,27812.88,27812.88,
838,625.88,2819.55,31368.88,31368.88,
839,625.98,2821.92,36583.88,36583.88,
840,626.07,2824.29,51246.62,51246.62,
841,626.16,2826.66,65535.00,65535.00,
842,626.25,2829.02,65535.00,65535.00,
843,626.35,2831.39,65535.00,65535.00,
844,626.44,2833.75,65535.00,65535.00,
845,626.53,2836.11,65535.00,65535.00,
846,626.62,2838.47,65535.00,65535.00,
847,626.72,2840.83,65535.00,65535.00,
848,626.81,2843.18,65535.00,65535.00,
849,626.90,2845.54,65535.00,65535.00,
850,626.99,2847.89,65535.00,65535.00,
851,627.09,2850.24,65535.00,65535.00,
852,627.18,2852.59,56373.50,56373.50,
853,627.27,2854.93,30326.38,30326.38,
854,627.36,2857.28,26604.38,26604.38,
855,627.46,2859.62,24462.00,24462.00,
856,627.55,2861.96,23076.75,23076.75,
857,627.64,2864.30,22058.12,22058.12,
858,627.73,2866.64,20390.62,20390.62,
859,627.82,2868.98,19147.00,19147.00,
860,627.92,2871.31,18176.00,18176.00,
861,628.01,2873.64,16985.12,16985.12,
862,628.10,2875.97,16753.62,16753.62,
863,628.19,2878.30,16845.38,16845.38,
864,628.28,2880.63,16571.88,16571.88,
865,628.38,2882.95,16324.25,16324.25,
866,628.47,2885.28,16436.25,16436.25,
867,628.56,2887.60,16488.62,16488.62,
868,628.65,2889.92,16376.38,16376.38,
869,628.74,2892.24,16447.88,16447.88,
870,628.83,2894.55,16421.75,16421.75,
871,628.93,2896.87,16622.50,16622.50,
872,629.02,2899.18,16920.00,16920.00,
873,629.11,2901.49,17379.00,17379.00,
874,629.20,2903.80,18173.75,18173.75,
875,629.29,2906.11,18687.88,18687.88,
876,629.38,2908.41,19309.38,19309.38,
877,629.47,2910.72,19983.25,19983.25,
878,629.57,2913.02,20226.75,20226.75,
879,629.66,2915.32,20918.75,20918.75,
880,629.75,2917.62,23107.75,23107.75,
881,629.84,2919.91,24319.12,24319.12,
882,629.93,2922.21,33839.62,33839.62,
883,630.02,2924.50,65535.00,65535.00,
884,630.11,2926.79,65535.00,65535.00,
885,630.20,2929.08,65535.00,65535.00,
886,630.29,2931.37,65535.00,65535.00,
887,630.38,2933.66,65535.00,65535.00,
888,630.48,2935.94,65535.00,65535.00,
889,630.57,2938.22,65535.00,65535.00,
890,630.66,2940.51,65535.00,65535.00,
891,630.75,2942.78,65535.00,65535.00,
892,630.84,2945.06,65535.00,65535.00,
893,630.93,2947.34,64700.12,64700.12,
894,631.02,2949.61,27825.00,27825.00,
895,631.11,2951.88,23512.12,23512.12,
896,631.20,2954.15,23594.62,23594.62,
897,631.29,2956.42,23682.00,23682.00,
898,631.38,2958.69,23309.62,23309.62,
899,631.47,2960.95,22964.12,22964.12,
900,631.56,2963.22,22596.00,22596.00,
901,631.65,2965.48,22230.00,22230.00,
902,631.74,2967.74,21182.88,21182.88,
903,631.83,2970.00,21102.50,21102.50,
904,631.92,2972.25,21547.75,21547.75,
905,632.01,2974.51,22141.88,22141.88,
906,632.10,2976.76,23081.50,23081.50,
907,632.19,2979.01,24407.00,24407.00,
908,632.28,2981.26,25378.25,25378.25,
909,632.37,2983.51,27003.00,27003.00,
910,632.46,2985.76,30235.75,30235.75,
911,632.55,2988.00,34328.62,34328.62,
912,632.64,2990.24,40277.62,40277.62,
913,632.73,2992.48,47317.38,47317.38,
914,632.82,2994.72,58714.38,58714.38,
915,632.91,2996.96,65535.00,65535.00,
916,633.00,2999.19,65535.00,65535.00,
917,633.09,3001.43,65535.00,65535.00,
918,633.18,3003.66,65535.00,65535.00,
919,633.27,3005.89,65535.00,65535.00,
920,633.36,3008.12,65535.00,65535.00,
921,633.45,3010.35,65535.00,65535.00,
922,633.54,3012.57,65535.00,65535.00,
923,633.63,3014.79,65535.00,65535.00,
924,633.71,3017.02,65535.00,65535.00,
925,633.80,3019.24,65535.00,65535.00,
926,633.89,3021.45,65535.00,65535.00,
927,633.98,3023.67,55045.25,55045.25,
928,634.07,3025.88,35017.75,35017.75,
929,634.16,3028.10,31196.62,31196.62,
930,634.25,3030.31,29273.38,29273.38,
931,634.34,3032.52,27692.25,27692.25,
932,634.43,3034.73,26537.75,26537.75,
933,634.52,3036.93,25627.62,25627.62,
934,634.60,3039.14,24924.50,24924.50,
935,634.69,3041.34,24036.00,24036.00,
936,634.78,3043.54,23323.38,23323.38,
937,634.87,3045.74,23535.75,23535.75,
938,634.96,3047.94,23826.38,23826.38,
939,635.05,3050.13,24039.12,24039.12,
940,635.14,3052.33,24120.50,24120.50,
941,635.22,3054.52,24432.00,24432.00,
942,635.31,3056.71,24670.25,24670.25,
943,635.40,3058.90,24489.62,24489.62,
944,635.49,3061.08,24609.38,24609.38,
945,635.58,3063.27,25152.88,25152.88,
946,635.67,3065.45,25011.88,25011.88,
947,635.75,3067.64,25183.75,25183.75,
948,635.84,3069.82,26226.50,26226.50,
949,635.93,3071.99,26196.12,26196.12,
950,636.02,3074.17,26792.00,26792.00,
951,636.11,3076.35,27327.62,27327.62,
952,636.19,3078.52,28155.00,28155.00,
953,636.28,3080.69,28876.25,28876.25,
954,636.37,3082.86,29530.12,29530.12,
955,636.46,3085.03,30404.25,30404.25,
956,636.55,3087.20,31182.38,31182.38,
957,636.63,3089.36,31812.62,31812.62,
958,636.72,3091.52,32708.88,32708.88,
959,636.81,3093.69,33738.62,33738.62,
960,636.90,3095.85,35248.00,35248.00,
961,636.98,3098.00,36668.00,36668.00,
962,637.07,3100.16,38356.62,38356.62,
963,637.16,3102.31,40892.12,40892.12,
964,637.25,3104.47,43540.12,43540.12,
965,637.33,3106.62,47236.25,47236.25,
966,637.42,3108.77,51555.12,51555.12,
967,637.51,3110.92,57638.25,57638.25,
968,637.60,3113.06,65457.00,65457.00,
969,637.68,3115.21,65535.00,65535.00,
970,637.77,3117.35,65535.00,65535.00,
971,637.86,3119.49,65535.00,65535.00,
972,637.94,3121.63,65535.00,65535.00,
973,638.03,3123.77,65535.00,65535.00,
974,638.12,3125.90,65535.00,65535.00,
975,638.20,3128.04,65535.00,65535.00,
976,638.29,3130.17,65535.00,65535.00,
977,638.38,3132.30,65535.00,65535.00,
978,638.47,3134.43,65535.00,65535.00,
979,638.55,3136.56,65535.00,65535.00,
980,638.64,3138.68,65535.00,65535.00,
981,638.73,3140.81,65535.00,65535.00,
982,638.81,3142.93,65535.00,65535.00,
983,638.90,3145.05,65535.00,65535.00,
984,638.98,3147.17,65535.00,65535.00,
985,639.07,3149.29,65535.00,65535.00,
986,639.16,3151.40,65051.62,65051.62,
987,639.24,3153.52,65535.00,65535.00,
988,639.33,3155.63,65535.00,65535.00,
989,639.42,3157.74,65535.00,65535.00,
990,639.50,3159.85,65535.00,65535.00,
991,639.59,3161.96,65535.00,65535.00,
992,639.68,3164.06,65535.00,65535.00,
993,639.76,3166.17,65535.00,65535.00,
994,639.85,3168.27,65535.00,65535.00,
995,639.93,3170.37,65535.00,65535.00,
996,640.02,3172.47,65535.00,65535.00,
997,640.11,3174.57,65535.00,65535.00,
998,640.19,3176.66,65535.00,65535.00,
999,640.28,3178.75,65535.00,65535.00,
1000,640.36,3180.85,65535.00,65535.00,
1001,640.45,3182.94,65535.00,65535.00,
1002,640.53,3185.03,65535.00,65535.00,
1003,640.62,3187.11,65535.00,65535.00,
1004,640.71,3189.20,65535.00,65535.00,
1005,640.79,3191.28,65535.00,65535.00,
1006,640.88,3193.36,65535.00,65535.00,
1007,640.96,3195.45,65535.00,65535.00,
1008,641.05,3197.52,58475.25,58475.25,
1009,641.13,3199.60,50136.88,50136.88,
1010,641.22,3201.68,44887.38,44887.38,
1011,641.30,3203.75,39605.75,39605.75,
1012,641.39,3205.82,34478.12,34478.12,
1013,641.47,3207.89,30989.62,30989.62,
1014,641.56,3209.96,29016.75,29016.75,
1015,641.64,3212.03,27431.38,27431.38,
1016,641.73,3214.09,26581.38,26581.38,
1017,641.81,3216.16,25541.38,25541.38,
1018,641.90,3218.22,24985.88,24985.88,
1019,641.98,3220.28,24453.00,24453.00,
1020,642.07,3222.34,24060.50,24060.50,
1021,642.15,3224.40,23508.12,23508.12,
1022,642.24,3226.45,23118.38,23118.38,
1023,642.32,3228.51,22101.50,22101.50,
